Project,Language,Identifier Type,Identifier Name,Length,MC
synthetic-bad,Python,function,jHEaXyg,7,0.85
synthetic-bad,Python,variable,ioes30i,7,1
synthetic-bad,C#,variable,hFaDroQuVs,10,0.85
synthetic-bad,Python,class,OlawpaZwP,9,1
synthetic-bad,Python,variable,FGtaCFtLIr,10,1
synthetic-bad,Java,function,puMlkignfEeJ,12,0.75
synthetic-bad,Java,class,aaeei51o,8,0.9
synthetic-bad,JavaScript,class,oe454431,8,0.9
synthetic-bad,Python,function,EFugUdeuaFyZ,12,0.85
synthetic-bad,Java,class,OAcEoYQ,7,1
synthetic-bad,Java,class,VTAHMUp,7,1
synthetic-bad,JavaScript,class,NdUBESIKsCEt,12,1
synthetic-bad,Python,class,AAnxooAUTnh,11,0.9
synthetic-bad,C#,function,rEePSMAz,8,1
synthetic-bad,C#,class,assis54i,8,0.9
synthetic-bad,C#,variable,FRugdug,7,1
synthetic-bad,Java,class,YHhiYOw,7,0.9
synthetic-bad,Python,variable,MiusiRyCU,9,0.85
synthetic-bad,Python,variable,sosis4a,7,1
synthetic-bad,JavaScript,function,ciGGsHEzIw,10,0.85
synthetic-bad,Python,variable,LgIUljt,7,1
synthetic-bad,Java,class,zCLaPAvi,8,1
synthetic-bad,Java,variable,TTmLAqa,7,1
synthetic-bad,Java,class,rTAirci,7,1
synthetic-bad,Python,class,KkSMozO,7,1
synthetic-bad,C#,function,isi51ie,7,0.85
synthetic-bad,Java,variable,BbsUSPa,7,1
synthetic-bad,C#,function,NnabojnR,8,0.75
synthetic-bad,JavaScript,variable,runPUiOd,8,0.85
synthetic-bad,JavaScript,class,yDpdAri,7,1
synthetic-bad,JavaScript,class,pAOwUmALaon,11,0.9
synthetic-bad,C#,function,owNaXEFP,8,0.85
synthetic-bad,Python,function,JJUckePdL,9,0.75
synthetic-bad,Java,variable,o54544oa,8,0.75
synthetic-bad,Python,function,qPoOLNOjneRSYy,14,1
synthetic-bad,Python,class,iUngEEzbacSr,12,1
synthetic-bad,JavaScript,variable,QeDaWpLV,8,0.85
synthetic-bad,Python,variable,BUPTafHo,8,1
synthetic-bad,Java,class,i4eaees,7,0.9
synthetic-bad,Java,variable,VItaZwBQ,8,1
synthetic-bad,Python,class,spasoDVe,8,1
synthetic-bad,JavaScript,class,xBFeUSm,7,1
synthetic-bad,Java,variable,rlEYPmOjTgE,11,0.85
synthetic-bad,C#,variable,xYodBlbU,8,0.85
synthetic-bad,JavaScript,variable,BeSAhMp,7,0.85
synthetic-bad,C#,function,fboJfbBiN,9,0.85
synthetic-bad,Python,function,CSQIntNYeDCA,12,0.85
synthetic-bad,Java,function,HDiguBR,7,0.85
synthetic-bad,Java,variable,nyAPEvIp,8,0.85
synthetic-bad,Python,variable,wScOEBSBIlt,11,0.85
synthetic-bad,JavaScript,variable,tnIhBitv,8,0.85
synthetic-bad,C#,function,OpdETpfD,8,0.85
synthetic-bad,JavaScript,variable,dXiCxApTOb,10,0.85
synthetic-bad,Python,variable,so111ao,7,0.75
synthetic-bad,JavaScript,variable,FceBfnimInL,11,0.85
synthetic-bad,JavaScript,function,ArEnHKAwt,9,0.85
synthetic-bad,Python,class,aii043i,7,0.9
synthetic-bad,Python,class,si5isoa,7,1
synthetic-bad,C#,variable,fTratyaNOCOpiWTA,16,0.85
synthetic-bad,Python,variable,fvgeypA,7,1
synthetic-bad,Java,class,LRooWsDC,8,0.9
synthetic-bad,JavaScript,class,uIKiCExAZZh,11,1
synthetic-bad,Java,class,ridXVai,7,1
synthetic-bad,JavaScript,class,HRAmOche,8,1
synthetic-bad,C#,class,taDPbur,7,1
synthetic-bad,JavaScript,class,YtOUhCadm,9,1
synthetic-bad,Python,variable,azoMBYauYd,10,0.85
synthetic-bad,C#,variable,qwnsooohpSEorKrj,16,0.65
synthetic-bad,Python,function,oo114sia,8,0.8
synthetic-bad,Python,function,ese345i,7,0.85
synthetic-bad,Python,variable,oo415434,8,0.75
synthetic-bad,C#,class,osi531e,7,1
synthetic-bad,C#,class,OarKoGaKi,9,1
synthetic-bad,Python,class,oioe31i,7,1
synthetic-bad,Python,function,yZsugRaTk,9,0.85
synthetic-bad,Python,variable,AHEPEAcpLo,10,1
synthetic-bad,Java,variable,nuREKOYEvtP,11,0.85
synthetic-bad,Python,class,isa5ios,7,1
synthetic-bad,Java,function,szyNutE,7,1
synthetic-bad,JavaScript,variable,BaMOgTRaTcXX,12,0.9
synthetic-bad,C#,function,lepaJTCheMAsBIQb,16,0.85
synthetic-bad,Java,variable,ooEndkACUYN,11,0.75
synthetic-bad,C#,variable,hmDEaXLpiCDuU,13,0.85
synthetic-bad,C#,class,sSkifbWcATw,11,1
synthetic-bad,Java,function,ByosWpIEva,10,0.85
synthetic-bad,C#,function,ostSpamzD,9,0.85
synthetic-bad,Python,class,ZovltdedC,9,0.9
synthetic-bad,Python,variable,uofAnIK,7,0.85
synthetic-bad,Python,variable,vXoPbES,7,0.85
synthetic-bad,Python,class,bOqiShs,7,1
synthetic-bad,JavaScript,function,tWIJaCje,8,0.85
synthetic-bad,Python,function,LEGLUaLpHo,10,0.85
synthetic-bad,JavaScript,class,ohViSQzm,8,1
synthetic-bad,JavaScript,variable,EaNRqTeX,8,1
synthetic-bad,Java,function,AFlDOEP,7,0.85
synthetic-bad,Python,variable,fDGecdUETROLuXW,15,0.85
synthetic-bad,Python,function,mSeloUNtLuN,11,1
synthetic-bad,JavaScript,function,nlHHaiu,7,0.85
synthetic-bad,Python,function,tbIemDD,7,0.75
synthetic-bad,Java,function,o50isaa,7,0.75
synthetic-bad,Python,variable,tUaNloq,7,0.85
synthetic-bad,JavaScript,class,KAIogfSuNipfQ,13,1
synthetic-bad,JavaScript,variable,vcUTDiSnI,9,0.85
synthetic-bad,C#,variable,VWDAhCIbX,9,1
synthetic-bad,Python,function,FvORbeRnY,9,1
synthetic-bad,C#,variable,iGRROrtDy,9,0.75
synthetic-bad,Java,variable,CpZekDa,7,0.85
synthetic-bad,Java,class,aao430ia,8,0.9
synthetic-bad,Java,class,LCriweOdI,9,1
synthetic-bad,JavaScript,function,nzbnabAAHiE,11,0.75
synthetic-bad,JavaScript,function,UpckboTObGdK,12,0.85
synthetic-bad,Python,function,as4501o,7,0.85
synthetic-bad,Python,variable,e41344o,7,0.75
synthetic-bad,Python,function,nugWuvASKssiTk,14,0.9
synthetic-bad,JavaScript,class,TBvilkIdM,9,1
synthetic-bad,C#,variable,ii015is,7,0.75
synthetic-bad,Python,function,ii11450i,8,0.65
synthetic-bad,C#,class,iqYbipF,7,1
synthetic-bad,Java,function,fUYOuBULOa,10,0.85
synthetic-bad,JavaScript,class,ihGOaMeiij,10,0.9
synthetic-bad,C#,variable,iio30ia,7,0.75
synthetic-bad,JavaScript,function,eaPUQaRIS,9,0.85
synthetic-bad,JavaScript,class,VlaopOAtsc,10,1
synthetic-bad,Python,class,UbuOStALJUfearH,15,1
synthetic-bad,Java,variable,ie45513i,8,0.75
synthetic-bad,JavaScript,function,KTkFixBrOcnea,13,0.85
synthetic-bad,JavaScript,function,easo50s,7,0.85
synthetic-bad,Java,variable,iBsdOLUPhlM,11,0.85
synthetic-bad,Java,class,aLUeyBji,8,1
synthetic-bad,JavaScript,class,SkooLQMoMaSaF,13,0.9
synthetic-bad,JavaScript,function,gLRfEApP,8,0.85
synthetic-bad,Python,variable,saEGzUCINTW,11,0.85
synthetic-bad,JavaScript,class,OElJMiCb,8,1
synthetic-bad,C#,class,XYOUBnT,7,1
synthetic-bad,Java,variable,lBuzeNn,7,1
synthetic-bad,Python,variable,cqKVIlfatcS,11,0.85
synthetic-bad,C#,variable,o0ieosi,7,0.85
synthetic-bad,Python,function,aYJElXmJ,8,0.85
synthetic-bad,Java,function,DVsBaiLyOk,10,1
