code,readability_level
"def _get_code_start(src: str) -> str:
    """"""Provides the first line where the code starts.

    Iterates over lines of code until it finds the first line that doesn't
    contain only empty spaces and comments. It removes any empty spaces at the
    start of the line and returns it. If such line doesn't exist, it returns an
    empty string.
    """"""
    for match in re.finditer("".+"", src):
        line = match.group(0).lstrip()
        if line and not line.startswith(""#""):
            return line
    return """"",Medium
"def _is_ipython_magic(node: ast.expr) -> TypeGuard[ast.Attribute]:
    """"""Check if attribute is IPython magic.

    Note that the source of the abstract syntax tree
    will already have been processed by IPython's
    TransformerManager().transform_cell.
    """"""
    return (
        isinstance(node, ast.Attribute)
        and isinstance(node.value, ast.Call)
        and isinstance(node.value.func, ast.Name)
        and node.value.func.id == ""get_ipython""
    )",High
"def _get_str_args(args: list[ast.expr]) -> list[str]:
    str_args = []
    for arg in args:
        assert isinstance(arg, ast.Constant) and isinstance(arg.value, str)
        str_args.append(arg.value)
    return str_args


@dataclasses.dataclass(frozen=True)",High
"class CellMagic:
    name: str
    params: str | None
    body: str

    @property
    def header(self) -> str:
        if self.params:
            return f""%%{self.name} {self.params}""
        return f""%%{self.name}""


# ast.NodeVisitor + dataclass = breakage under mypyc.",Medium
"class CellMagicFinder(ast.NodeVisitor):
    r""""""Find cell magics.

    Note that the source of the abstract syntax tree
    will already have been processed by IPython's
    TransformerManager().transform_cell.

    For example,

        %%time\n
        foo()

    would have been transformed to

        get_ipython().run_cell_magic('time', '', 'foo()\n')

    and we look for instances of the latter.
    """"""

    def __init__(self, cell_magic: CellMagic | None = None) -> None:
        self.cell_magic = cell_magic

    def visit_Expr(self, node: ast.Expr) -> None:
        """"""Find cell magic, extract header and body.""""""
        if (
            isinstance(node.value, ast.Call)
            and _is_ipython_magic(node.value.func)
            and node.value.func.attr == ""run_cell_magic""
        ):
            args = _get_str_args(node.value.args)
            self.cell_magic = CellMagic(name=args[0], params=args[1], body=args[2])
        self.generic_visit(node)


@dataclasses.dataclass(frozen=True)",High
"class OffsetAndMagic:
    col_offset: int
    magic: str


# Unsurprisingly, subclassing ast.NodeVisitor means we can't use dataclasses here
# as mypyc will generate broken code.",High
"class CannotSplit(CannotTransform):
    """"""A readable split that fits the allotted line length is impossible.""""""


# This isn't a dataclass because @dataclass + Generic breaks mypyc.
# See also https://github.com/mypyc/mypyc/issues/827.",High
"def _hugging_power_ops_line_to_string(
    line: Line,
    features: Collection[Feature],
    mode: Mode,
) -> str | None:
    try:
        return line_to_string(next(hug_power_op(line, features, mode)))
    except CannotTransform:
        return None",High
"def should_split_funcdef_with_rhs(line: Line, mode: Mode) -> bool:
    """"""If a funcdef has a magic trailing comma in the return type, then we should first
    split the line with rhs to respect the comma.
    """"""
    return_type_leaves: list[Leaf] = []
    in_return_type = False

    for leaf in line.leaves:
        if leaf.type == token.COLON:
            in_return_type = False
        if in_return_type:
            return_type_leaves.append(leaf)
        if leaf.type == token.RARROW:
            in_return_type = True

    # using `bracket_split_build_line` will mess with whitespace, so we duplicate a
    # couple lines from it.
    result = Line(mode=line.mode, depth=line.depth)
    leaves_to_track = get_leaves_inside_matching_brackets(return_type_leaves)
    for leaf in return_type_leaves:
        result.append(
            leaf,
            preformatted=True,
            track_bracket=id(leaf) in leaves_to_track,
        )

    # we could also return true if the line is too long, and the return type is longer
    # than the param list. Or if `should_split_rhs` returns True.
    return result.magic_trailing_comma is not None",High
"class _BracketSplitComponent(Enum):
    head = auto()
    body = auto()
    tail = auto()",High
"def right_hand_split(
    line: Line,
    mode: Mode,
    features: Collection[Feature] = (),
    omit: Collection[LeafID] = (),
) -> Iterator[Line]:
    """"""Split line into many lines, starting with the last matching bracket pair.

    If the split was by optional parentheses, attempt splitting without them, too.
    `omit` is a collection of closing bracket IDs that shouldn't be considered for
    this split.

    Note: running this function modifies `bracket_depth` on the leaves of `line`.
    """"""
    rhs_result = _first_right_hand_split(line, omit=omit)
    yield from _maybe_split_omitting_optional_parens(
        rhs_result, line, mode, features=features, omit=omit
    )",High
"def bracket_split_succeeded_or_raise(head: Line, body: Line, tail: Line) -> None:
    """"""Raise :exc:`CannotSplit` if the last left- or right-hand split failed.

    Do nothing otherwise.

    A left- or right-hand split is based on a pair of brackets. Content before
    (and including) the opening bracket is left on one line, content inside the
    brackets is put on a separate line, and finally content starting with and
    following the closing bracket is put on a separate line.

    Those are called `head`, `body`, and `tail`, respectively. If the split
    produced the same line (all content in `head`) or ended up with an empty `body`
    and the `tail` is just the closing bracket, then it's considered failed.
    """"""
    tail_len = len(str(tail).strip())
    if not body:
        if tail_len == 0:
            raise CannotSplit(""Splitting brackets produced the same line"")

        elif tail_len < 3:
            raise CannotSplit(
                f""Splitting brackets on an empty body to save {tail_len} characters is""
                "" not worth it""
            )",High
"def _ensure_trailing_comma(
    leaves: list[Leaf], original: Line, opening_bracket: Leaf
) -> bool:
    if not leaves:
        return False
    # Ensure a trailing comma for imports
    if original.is_import:
        return True
    # ...and standalone function arguments
    if not original.is_def:
        return False
    if opening_bracket.value != ""("":
        return False
    # Don't add commas if we already have any commas
    if any(
        leaf.type == token.COMMA and not is_part_of_annotation(leaf) for leaf in leaves
    ):
        return False

    # Find a leaf with a parent (comments don't have parents)
    leaf_with_parent = next((leaf for leaf in leaves if leaf.parent), None)
    if leaf_with_parent is None:
        return True
    # Don't add commas inside parenthesized return annotations
    if get_annotation_type(leaf_with_parent) == ""return"":
        return False
    # Don't add commas inside PEP 604 unions
    if (
        leaf_with_parent.parent
        and leaf_with_parent.parent.next_sibling
        and leaf_with_parent.parent.next_sibling.type == token.VBAR
    ):
        return False
    return True",High
"def dont_increase_indentation(split_func: Transformer) -> Transformer:
    """"""Normalize prefix of the first leaf in every line returned by `split_func`.

    This is a decorator over relevant split functions.
    """"""

    @wraps(split_func)
    def split_wrapper(
        line: Line, features: Collection[Feature], mode: Mode
    ) -> Iterator[Line]:
        for split_line in split_func(line, features, mode):
            split_line.leaves[0].prefix = """"
            yield split_line

    return split_wrapper",High
"def _get_last_non_comment_leaf(line: Line) -> int | None:
    for leaf_idx in range(len(line.leaves) - 1, 0, -1):
        if line.leaves[leaf_idx].type != STANDALONE_COMMENT:
            return leaf_idx
    return None",High
"def _can_add_trailing_comma(leaf: Leaf, features: Collection[Feature]) -> bool:
    if is_vararg(leaf, within={syms.typedargslist}):
        return Feature.TRAILING_COMMA_IN_DEF in features
    if is_vararg(leaf, within={syms.arglist, syms.argument}):
        return Feature.TRAILING_COMMA_IN_CALL in features
    return True",High
"def _safe_add_trailing_comma(safe: bool, delimiter_priority: int, line: Line) -> Line:
    if (
        safe
        and delimiter_priority == COMMA_PRIORITY
        and line.leaves[-1].type != token.COMMA
        and line.leaves[-1].type != STANDALONE_COMMENT
    ):
        new_comma = Leaf(token.COMMA, "","")
        line.append(new_comma)
    return line


MIGRATE_COMMENT_DELIMITERS = {STRING_PRIORITY, COMMA_PRIORITY}",High
"def standalone_comment_split(
    line: Line, features: Collection[Feature], mode: Mode
) -> Iterator[Line]:
    """"""Split standalone comments from the rest of the line.""""""
    if not line.contains_standalone_comments():
        raise CannotSplit(""Line does not have any standalone comments"")

    current_line = Line(
        mode=line.mode, depth=line.depth, inside_brackets=line.inside_brackets
    )

    def append_to_line(leaf: Leaf) -> Iterator[Line]:
        """"""Append `leaf` to current line or to new line if appending impossible.""""""
        nonlocal current_line
        try:
            current_line.append_safe(leaf, preformatted=True)
        except ValueError:
            yield current_line

            current_line = Line(
                line.mode, depth=line.depth, inside_brackets=line.inside_brackets
            )
            current_line.append(leaf)

    for leaf in line.leaves:
        yield from append_to_line(leaf)

        for comment_after in line.comments_after(leaf):
            yield from append_to_line(comment_after)

    if current_line:
        yield current_line",High
"def _force_standalone_comment_split(line: Line) -> Iterator[Line]:
    """"""Last-resort split at every standalone-comment boundary.""""""
    current_line = Line(
        mode=line.mode, depth=line.depth, inside_brackets=line.inside_brackets
    )
    for leaf in line.leaves:
        if current_line.leaves and (
            leaf.type == STANDALONE_COMMENT or current_line.is_comment
        ):
            yield current_line
            current_line = Line(
                mode=line.mode, depth=line.depth, inside_brackets=line.inside_brackets
            )
        current_line.append(leaf, preformatted=True)
    if current_line:
        yield current_line",High
"def _normalize_import_from(parent: Node, child: LN, index: int) -> None:
    # ""import from"" nodes store parentheses directly as part of
    # the statement
    if is_lpar_token(child):
        assert is_rpar_token(parent.children[-1])
        # make parentheses invisible
        child.value = """"
        parent.children[-1].value = """"
    elif child.type != token.STAR:
        # insert invisible parentheses
        parent.insert_child(index, Leaf(token.LPAR, """"))
        parent.append_child(Leaf(token.RPAR, """"))",High
"def _atom_has_magic_trailing_comma(node: LN, mode: Mode) -> bool:
    """"""Check if an atom node has a magic trailing comma.

    Returns True for single-element tuples with trailing commas like (a,),
    which should be preserved to maintain their tuple type.
    """"""
    if not mode.magic_trailing_comma:
        return False

    return is_one_tuple(node)",Medium
"def _is_atom_multiline(node: LN) -> bool:
    """"""Check if an atom node is multiline (indicating intentional formatting).""""""
    if not isinstance(node, Node) or len(node.children) < 3:
        return False

    # Check the middle child (between LPAR and RPAR) for newlines in its subtree
    # The first child's prefix contains blank lines/comments before the opening paren
    middle = node.children[1]
    for child in middle.pre_order():
        if isinstance(child, Leaf) and ""\n"" in child.prefix:
            return True

    return False",High
"def should_split_line(line: Line, opening_bracket: Leaf) -> bool:
    """"""Should `line` be immediately split with `delimiter_split()` after RHS?""""""

    if not (opening_bracket.parent and opening_bracket.value in ""[{(""):
        return False

    # We're essentially checking if the body is delimited by commas and there's more
    # than one of them (we're excluding the trailing comma and if the delimiter priority
    # is still commas, that means there's more).
    exclude = set()
    trailing_comma = False
    try:
        last_leaf = line.leaves[-1]
        if last_leaf.type == token.COMMA:
            trailing_comma = True
            exclude.add(id(last_leaf))
        max_priority = line.bracket_tracker.max_delimiter_priority(exclude=exclude)
    except (IndexError, ValueError):
        return False

    return max_priority == COMMA_PRIORITY and (
        (line.mode.magic_trailing_comma and trailing_comma)
        # always explode imports
        or opening_bracket.parent.type in {syms.atom, syms.import_from}
    )",High
"class RHSResult:
    """"""Intermediate split result from a right hand split.""""""

    head: Line
    body: Line
    tail: Line
    opening_bracket: Leaf
    closing_bracket: Leaf


@dataclass",Medium
"class LinesBlock:
    """"""Class that holds information about a block of formatted lines.

    This is introduced so that the EmptyLineTracker can look behind the standalone
    comments and adjust their empty lines for class or def lines.
    """"""

    mode: Mode
    previous_block: Optional[""LinesBlock""]
    original_line: Line
    before: int = 0
    content_lines: list[str] = field(default_factory=list)
    after: int = 0
    form_feed: bool = False

    def all_lines(self) -> list[str]:
        empty_line = str(Line(mode=self.mode))
        prefix = make_simple_prefix(self.before, self.form_feed, empty_line)
        return [prefix] + self.content_lines + [empty_line * self.after]


_WHITESPACE_TOKENS = (
    token.NEWLINE,
    token.NL,
    token.INDENT,
    token.DEDENT,
    token.COMMENT,
    token.ENDMARKER,
)",High
"class _DecoratedFuncInfo(NamedTuple):
    """"""Tracks the most recently seen decorated function for overload grouping.""""""

    name: str
    depth: int
    is_multi: bool


@dataclass",High
"def enumerate_reversed(sequence: Sequence[T]) -> Iterator[tuple[Index, T]]:
    """"""Like `reversed(enumerate(sequence))` if that were possible.""""""
    index = len(sequence) - 1
    for element in reversed(sequence):
        yield (index, element)
        index -= 1",Medium
"def append_leaves(
    new_line: Line, old_line: Line, leaves: list[Leaf], preformatted: bool = False
) -> None:
    """"""
    Append leaves (taken from @old_line) to @new_line, making sure to fix the
    underlying Node structure where appropriate.

    All of the leaves in @leaves are duplicated. The duplicates are then
    appended to @new_line and used to replace their originals in the underlying
    Node structure. Any comments attached to the old leaves are reattached to
    the new leaves.

    Pre-conditions:
        set(@leaves) is a subset of set(@old_line.leaves).
    """"""
    for old_leaf in leaves:
        new_leaf = Leaf(old_leaf.type, old_leaf.value)
        replace_child(old_leaf, new_leaf)
        new_line.append(new_leaf, preformatted=preformatted)

        for comment_leaf in old_line.comments_after(old_leaf):
            new_line.append(comment_leaf, preformatted=True)",High
"def can_be_split(line: Line) -> bool:
    """"""Return False if the line cannot be split *for sure*.

    This is not an exhaustive search but a cheap heuristic that we can use to
    avoid some unfortunate formattings (mostly around wrapping unsplittable code
    in unnecessary parentheses).
    """"""
    leaves = line.leaves
    if len(leaves) < 2:
        return False

    if leaves[0].type == token.STRING and leaves[1].type == token.DOT:
        call_count = 0
        dot_count = 0
        next = leaves[-1]
        for leaf in leaves[-2::-1]:
            if leaf.type in OPENING_BRACKETS:
                if next.type not in CLOSING_BRACKETS:
                    return False

                call_count += 1
            elif leaf.type == token.DOT:
                dot_count += 1
            elif leaf.type == token.NAME:
                if not (next.type == token.DOT or next.type in OPENING_BRACKETS):
                    return False

            elif leaf.type not in CLOSING_BRACKETS:
                return False

            if dot_count > 1 and call_count > 1:
                return False

    return True",High
"def _can_omit_opening_paren(line: Line, *, first: Leaf, line_length: int) -> bool:
    """"""See `can_omit_invisible_parens`.""""""
    remainder = False
    length = 4 * line.depth
    _index = -1
    for _index, leaf, leaf_length in line.enumerate_with_length():
        if leaf.type in CLOSING_BRACKETS and leaf.opening_bracket is first:
            remainder = True
        if remainder:
            length += leaf_length
            if length > line_length:
                break

            if leaf.type in OPENING_BRACKETS:
                # There are brackets we can further split on.
                remainder = False

    else:
        # checked the entire string and line length wasn't exceeded
        if len(line.leaves) == _index + 1:
            return True

    return False",High
"def _can_omit_closing_paren(line: Line, *, last: Leaf, line_length: int) -> bool:
    """"""See `can_omit_invisible_parens`.""""""
    length = 4 * line.depth
    seen_other_brackets = False
    for _index, leaf, leaf_length in line.enumerate_with_length():
        length += leaf_length
        if leaf is last.opening_bracket:
            if seen_other_brackets or length <= line_length:
                return True

        elif leaf.type in OPENING_BRACKETS:
            # There are brackets we can further split on.
            seen_other_brackets = True

    return False",High
"def line_to_string(line: Line) -> str:
    """"""Returns the string representation of @line.

    WARNING: This is known to be computationally expensive.
    """"""
    return str(line).strip(""\n"")",High
"class TargetVersion(Enum):
    PY33 = 3
    PY34 = 4
    PY35 = 5
    PY36 = 6
    PY37 = 7
    PY38 = 8
    PY39 = 9
    PY310 = 10
    PY311 = 11
    PY312 = 12
    PY313 = 13
    PY314 = 14
    PY315 = 15

    def pretty(self) -> str:
        assert self.name[:2] == ""PY""
        return f""Python {self.name[2]}.{self.name[3:]}""",Medium
"def supports_feature(target_versions: set[TargetVersion], feature: Feature) -> bool:
    if not target_versions:
        raise ValueError(""At least one target Python version must be specified."")

    return all(feature in VERSION_TO_FEATURES[version] for version in target_versions)",High
"class Preview(Enum):
    """"""Individual preview style features.""""""

    # NOTE: string_processing requires wrap_long_dict_values_in_parens
    # for https://github.com/psf/black/issues/3117 to be fixed.
    string_processing = auto()
    hug_parens_with_braces_and_square_brackets = auto()
    wrap_comprehension_in = auto()
    simplify_power_operator_hugging = auto()
    wrap_long_dict_values_in_parens = auto()
    fix_if_guard_explosion_in_case_statement = auto()
    pyi_overload_group_blank_lines = auto()
    pyi_blank_line_before_decorated_class = auto()
    hug_comparator = auto()


UNSTABLE_FEATURES: set[Preview] = {
    # Many issues, see summary in https://github.com/psf/black/issues/4208
    Preview.string_processing,
    # See issue #4036 (crash), #4098, #4099 (proposed tweaks)
    Preview.hug_parens_with_braces_and_square_brackets,
}


_MAX_CACHE_KEY_PART_LENGTH: Final = 32


@dataclass",High
"def make_simple_prefix(nl_count: int, form_feed: bool, empty_line: str = ""\n"") -> str:
    """"""Generate a normalized prefix string.""""""
    if form_feed:
        return (empty_line * (nl_count - 1)) + ""\f"" + empty_line
    return empty_line * nl_count",Medium
"def preceding_leaf(node: LN | None) -> Leaf | None:
    """"""Return the first leaf that precedes `node`, if any.""""""
    while node:
        res = node.prev_sibling
        if res:
            if isinstance(res, Leaf):
                return res

            try:
                return list(res.leaves())[-1]

            except IndexError:
                return None

        node = node.parent
    return None",High
"def prev_siblings_are(node: LN | None, tokens: list[NodeType | None]) -> bool:
    """"""Return if the `node` and its previous siblings match types against the provided
    list of tokens; the provided `node`has its type matched against the last element in
    the list.  `None` can be used as the first element to declare that the start of the
    list is anchored at the start of its parent's children.""""""
    if not tokens:
        return True
    if tokens[-1] is None:
        return node is None
    if not node:
        return False
    if node.type != tokens[-1]:
        return False
    return prev_siblings_are(node.prev_sibling, tokens[:-1])",High
"def parent_type(node: LN | None) -> NodeType | None:
    """"""
    Returns:
        @node.parent.type, if @node is not None and has a parent.
            OR
        None, otherwise.
    """"""
    if node is None or node.parent is None:
        return None

    return node.parent.type",Low
"def child_towards(ancestor: Node, descendant: LN) -> LN | None:
    """"""Return the child of `ancestor` that contains `descendant`.""""""
    node: LN | None = descendant
    while node and node.parent != ancestor:
        node = node.parent
    return node",High
"def replace_child(old_child: LN, new_child: LN) -> None:
    """"""
    Side Effects:
        * If @old_child.parent is set, replace @old_child with @new_child in
        @old_child's underlying Node structure.
            OR
        * Otherwise, this function does nothing.
    """"""
    parent = old_child.parent
    if not parent:
        return

    child_idx = old_child.remove()
    if child_idx is not None:
        parent.insert_child(child_idx, new_child)",High
"def container_of(leaf: Leaf) -> LN:
    """"""Return `leaf` or one of its ancestors that is the topmost container of it.

    By ""container"" we mean a node where `leaf` is the very first child.
    """"""
    same_prefix = leaf.prefix
    container: LN = leaf
    while container:
        parent = container.parent
        if parent is None:
            break

        if parent.children[0].prefix != same_prefix:
            break

        if parent.type == syms.file_input:
            break

        if parent.prev_sibling is not None and parent.prev_sibling.type in BRACKETS:
            break

        container = parent
    return container",High
"def first_leaf_of(node: LN) -> Leaf | None:
    """"""Returns the first leaf of the node tree.""""""
    if isinstance(node, Leaf):
        return node
    if node.children:
        return first_leaf_of(node.children[0])
    else:
        return None",High
"def is_arith_like(node: LN) -> bool:
    """"""Whether node is an arithmetic or a binary arithmetic expression""""""
    return node.type in {
        syms.arith_expr,
        syms.shift_expr,
        syms.xor_expr,
        syms.and_expr,
    }",High
"def is_simple_exponentiation(node: LN) -> bool:
    """"""Whether whitespace around `**` should be removed.""""""

    def is_simple(node: LN) -> bool:
        if isinstance(node, Leaf):
            return node.type in (token.NAME, token.NUMBER, token.DOT, token.DOUBLESTAR)
        elif node.type == syms.factor:  # unary operators
            return is_simple(node.children[1])
        else:
            return all(is_simple(child) for child in node.children)

    return (
        node.type == syms.power
        and len(node.children) >= 3
        and node.children[-2].type == token.DOUBLESTAR
        and is_simple(node)
    )",High
"def is_docstring(node: NL) -> bool:
    if isinstance(node, Leaf):
        if node.type != token.STRING:
            return False

        prefix = get_string_prefix(node.value)
        if set(prefix).intersection(""bBfF""):
            return False

    if (
        node.parent
        and node.parent.type == syms.simple_stmt
        and not node.parent.prev_sibling
        and node.parent.parent
        and node.parent.parent.type == syms.file_input
    ):
        return True

    if prev_siblings_are(
        node.parent, [None, token.NEWLINE, token.INDENT, syms.simple_stmt]
    ):
        return True

    # Multiline docstring on the same line as the `def`.
    if prev_siblings_are(node.parent, [syms.parameters, token.COLON, syms.simple_stmt]):
        # `syms.parameters` is only used in funcdefs and async_funcdefs in the Python
        # grammar. We're safe to return True without further checks.
        return True

    return False",High
"def is_empty_tuple(node: LN) -> bool:
    """"""Return True if `node` holds an empty tuple.""""""
    return (
        node.type == syms.atom
        and len(node.children) == 2
        and node.children[0].type == token.LPAR
        and node.children[1].type == token.RPAR
    )",Medium
"def is_one_tuple(node: LN) -> bool:
    """"""Return True if `node` holds a tuple with one element, with or without parens.""""""
    if node.type == syms.atom:
        gexp = unwrap_singleton_parenthesis(node)
        if gexp is None or gexp.type != syms.testlist_gexp:
            return False

        return len(gexp.children) == 2 and gexp.children[1].type == token.COMMA

    return (
        node.type in IMPLICIT_TUPLE
        and len(node.children) == 2
        and node.children[1].type == token.COMMA
    )",High
"def is_tuple(node: LN) -> bool:
    """"""Return True if `node` holds a tuple.""""""
    if node.type != syms.atom:
        return False
    gexp = unwrap_singleton_parenthesis(node)
    if gexp is None or gexp.type != syms.testlist_gexp:
        return False

    return True",Medium
"def is_tuple_containing_walrus(node: LN) -> bool:
    """"""Return True if `node` holds a tuple that contains a walrus operator.""""""
    if node.type != syms.atom:
        return False
    gexp = unwrap_singleton_parenthesis(node)
    if gexp is None or gexp.type != syms.testlist_gexp:
        return False

    return any(child.type == syms.namedexpr_test for child in gexp.children)",Medium
"def is_tuple_containing_star(node: LN) -> bool:
    """"""Return True if `node` holds a tuple that contains a star operator.""""""
    if node.type != syms.atom:
        return False
    gexp = unwrap_singleton_parenthesis(node)
    if gexp is None or gexp.type != syms.testlist_gexp:
        return False

    return any(child.type == syms.star_expr for child in gexp.children)",Medium
"def is_generator(node: LN) -> bool:
    """"""Return True if `node` holds a generator.""""""
    if node.type != syms.atom:
        return False
    gexp = unwrap_singleton_parenthesis(node)
    if gexp is None or gexp.type != syms.testlist_gexp:
        return False

    return any(child.type == syms.old_comp_for for child in gexp.children)",High
"def is_one_sequence_between(
    opening: Leaf,
    closing: Leaf,
    leaves: list[Leaf],
    brackets: tuple[int, int] = (token.LPAR, token.RPAR),
) -> bool:
    """"""Return True if content between `opening` and `closing` is a one-sequence.""""""
    if (opening.type, closing.type) != brackets:
        return False

    depth = closing.bracket_depth + 1
    for _opening_index, leaf in enumerate(leaves):
        if leaf is opening:
            break

    else:
        return False

    commas = 0
    _opening_index += 1
    for leaf in leaves[_opening_index:]:
        if leaf is closing:
            break

        bracket_depth = leaf.bracket_depth
        if bracket_depth == depth and leaf.type == token.COMMA:
            commas += 1
            if leaf.parent and leaf.parent.type in {
                syms.arglist,
                syms.typedargslist,
            }:
                commas += 1
                break

    return commas < 2",High
"def is_walrus_assignment(node: LN) -> bool:
    """"""Return True iff `node` is of the shape ( test := test )""""""
    inner = unwrap_singleton_parenthesis(node)
    return inner is not None and inner.type == syms.namedexpr_test",High
"def is_simple_decorator_trailer(node: LN, last: bool = False) -> bool:
    """"""Return True iff `node` is a trailer valid in a simple decorator""""""
    return node.type == syms.trailer and (
        (
            len(node.children) == 2
            and node.children[0].type == token.DOT
            and node.children[1].type == token.NAME
        )
        # last trailer can be an argument-less parentheses pair
        or (
            last
            and len(node.children) == 2
            and node.children[0].type == token.LPAR
            and node.children[1].type == token.RPAR
        )
        # last trailer can be arguments
        or (
            last
            and len(node.children) == 3
            and node.children[0].type == token.LPAR
            # and node.children[1].type == syms.argument
            and node.children[2].type == token.RPAR
        )
    )",High
"def is_simple_decorator_expression(node: LN) -> bool:
    """"""Return True iff `node` could be a 'dotted name' decorator

    This function takes the node of the 'namedexpr_test' of the new decorator
    grammar and test if it would be valid under the old decorator grammar.

    The old grammar was: decorator: @ dotted_name [arguments] NEWLINE
    The new grammar is : decorator: @ namedexpr_test NEWLINE
    """"""
    if node.type == token.NAME:
        return True
    if node.type == syms.power:
        if node.children:
            return (
                node.children[0].type == token.NAME
                and all(map(is_simple_decorator_trailer, node.children[1:-1]))
                and (
                    len(node.children) < 2
                    or is_simple_decorator_trailer(node.children[-1], last=True)
                )
            )
    return False",High
"def is_yield(node: LN) -> bool:
    """"""Return True if `node` holds a `yield` or `yield from` expression.""""""
    if node.type == syms.yield_expr:
        return True

    if is_name_token(node) and node.value == ""yield"":
        return True

    if node.type != syms.atom:
        return False

    if len(node.children) != 3:
        return False

    lpar, expr, rpar = node.children
    if lpar.type == token.LPAR and rpar.type == token.RPAR:
        return is_yield(expr)

    return False",Medium
"def is_vararg(leaf: Leaf, within: set[NodeType]) -> bool:
    """"""Return True if `leaf` is a star or double star in a vararg or kwarg.

    If `within` includes VARARGS_PARENTS, this applies to function signatures.
    If `within` includes UNPACKING_PARENTS, it applies to right hand-side
    extended iterable unpacking (PEP 3132) and additional unpacking
    generalizations (PEP 448).
    """"""
    if leaf.type not in VARARGS_SPECIALS or not leaf.parent:
        return False

    p = leaf.parent
    if p.type == syms.star_expr:
        # Star expressions are also used as assignment targets in extended
        # iterable unpacking (PEP 3132).  See what its parent is instead.
        if not p.parent:
            return False

        p = p.parent

    return p.type in within",High
"def is_fstring(node: Node) -> bool:
    """"""Return True if the node is an f-string""""""
    return node.type == syms.fstring",Low
"def fstring_tstring_to_string(node: Node) -> Leaf:
    """"""Converts an fstring or tstring node back to a string node.""""""
    string_without_prefix = str(node)[len(node.prefix) :]
    string_leaf = Leaf(token.STRING, string_without_prefix, prefix=node.prefix)
    string_leaf.lineno = node.get_lineno() or 0
    return string_leaf",High
"def is_multiline_string(node: LN) -> bool:
    """"""Return True if `leaf` is a multiline string that actually spans many lines.""""""
    if isinstance(node, Node) and is_fstring(node):
        leaf = fstring_tstring_to_string(node)
    elif isinstance(node, Leaf):
        leaf = node
    else:
        return False

    return has_triple_quotes(leaf.value) and ""\n"" in leaf.value",Medium
"def is_parent_function_or_class(node: Node) -> bool:
    assert node.type in {syms.suite, syms.simple_stmt}
    assert node.parent is not None
    # Note this works for suites / simple_stmts in async def as well
    return node.parent.type in {syms.funcdef, syms.classdef}",High
"def is_stub_suite(node: Node) -> bool:
    """"""Return True if `node` is a suite with a stub body.""""""
    if node.parent is not None and not is_parent_function_or_class(node):
        return False

    # If there is a comment, we want to keep it.
    if node.prefix.strip():
        return False

    if (
        len(node.children) != 4
        or node.children[0].type != token.NEWLINE
        or node.children[1].type != token.INDENT
        or node.children[3].type != token.DEDENT
    ):
        return False

    if node.children[3].prefix.strip():
        return False

    return is_stub_body(node.children[2])",High
"def is_stub_body(node: LN) -> bool:
    """"""Return True if `node` is a simple statement containing an ellipsis.""""""
    if not isinstance(node, Node) or node.type != syms.simple_stmt:
        return False

    if len(node.children) != 2:
        return False

    child = node.children[0]
    return (
        not child.prefix.strip()
        and child.type == syms.atom
        and len(child.children) == 3
        and all(leaf == Leaf(token.DOT, ""."") for leaf in child.children)
    )",High
"def is_atom_with_invisible_parens(node: LN) -> bool:
    """"""Given a `LN`, determines whether it's an atom `node` with invisible
    parens. Useful in dedupe-ing and normalizing parens.
    """"""
    if isinstance(node, Leaf) or node.type != syms.atom:
        return False

    first, last = node.children[0], node.children[-1]
    return (
        isinstance(first, Leaf)
        and first.type == token.LPAR
        and first.value == """"
        and isinstance(last, Leaf)
        and last.type == token.RPAR
        and last.value == """"
    )",High
"def is_empty_par(leaf: Leaf) -> bool:
    return is_empty_lpar(leaf) or is_empty_rpar(leaf)",High
"def is_empty_lpar(leaf: Leaf) -> bool:
    return leaf.type == token.LPAR and leaf.value == """"",High
"def is_empty_rpar(leaf: Leaf) -> bool:
    return leaf.type == token.RPAR and leaf.value == """"",High
"def is_import(leaf: Leaf) -> bool:
    """"""Return True if the given leaf starts an import statement.""""""
    p = leaf.parent
    t = leaf.type
    v = leaf.value
    return bool(
        (t == token.LAZY and p and p.type == syms.lazy_import)
        or (
            t == token.NAME
            and (
                (v == ""import"" and p and p.type == syms.import_name)
                or (v == ""from"" and p and p.type == syms.import_from)
            )
        )
    )",Low
"def is_with_or_async_with_stmt(leaf: Leaf) -> bool:
    """"""Return True if the given leaf starts a with or async with statement.""""""
    return bool(
        leaf.type == token.NAME
        and leaf.value == ""with""
        and leaf.parent
        and leaf.parent.type == syms.with_stmt
    ) or bool(
        leaf.type == token.ASYNC
        and leaf.next_sibling
        and leaf.next_sibling.type == syms.with_stmt
    )",High
"def is_async_stmt_or_funcdef(leaf: Leaf) -> bool:
    """"""Return True if the given leaf starts an async def/for/with statement.

    Note that `async def` can be either an `async_stmt` or `async_funcdef`,
    the latter is used when it has decorators.
    """"""
    return bool(
        leaf.type == token.ASYNC
        and leaf.parent
        and leaf.parent.type in {syms.async_stmt, syms.async_funcdef}
    )",High
